age,height_cm,weight_kg,gender,activity_level,goal,bmi,calories,diet_type,workout_type
32,179,75,Male,Sedentary,Maintain,23.41,2056,Balanced,Moderate
20,172,99,Female,Moderate,Muscle Gain,33.46,3096,High Protein,Moderate
19,187,47,Female,Active,Maintain,13.44,2627,Balanced,Light
22,151,100,Male,Moderate,Maintain,43.86,2850,Balanced,Moderate
39,173,49,Male,Active,Maintain,16.37,2624,Balanced,Light
25,181,106,Female,Active,Muscle Gain,32.36,3919,High Protein,Moderate
34,152,65,Female,Active,Maintain,28.13,2411,Balanced,Moderate
46,175,91,Female,Moderate,Fat Loss,29.71,1999,Low Carb,Intense
37,169,53,Male,Moderate,Muscle Gain,18.56,2479,High Protein,Moderate
33,170,108,Female,Moderate,Maintain,37.37,2815,Balanced,Moderate
38,157,69,Male,Active,Maintain,27.99,2823,Balanced,Moderate
38,179,59,Male,Moderate,Maintain,18.41,2361,Balanced,Moderate
28,150,97,Male,Sedentary,Muscle Gain,43.11,2427,High Protein,Moderate
33,152,71,Female,Sedentary,Muscle Gain,30.73,1900,High Protein,Moderate
22,182,89,Female,Active,Fat Loss,26.87,2837,Low Carb,Intense
45,181,48,Male,Sedentary,Maintain,14.65,1669,Balanced,Light
21,161,65,Female,Moderate,Maintain,25.08,2154,Balanced,Moderate
23,188,106,Male,Sedentary,Fat Loss,29.99,2050,Low Carb,Intense
19,164,81,Male,Sedentary,Fat Loss,30.12,1594,Low Carb,Intense
24,182,58,Female,Sedentary,Maintain,17.51,1723,Balanced,Light
47,172,55,Female,Moderate,Maintain,18.59,1904,Balanced,Moderate
22,179,49,Female,Active,Fat Loss,15.29,2041,Low Carb,Light
27,167,49,Female,Active,Maintain,17.57,2351,Balanced,Light
24,171,65,Female,Active,Fat Loss,22.23,2231,Low Carb,Moderate
36,159,85,Female,Active,Fat Loss,33.62,2355,Low Carb,Intense
24,159,76,Male,Sedentary,Fat Loss,30.06,1466,Low Carb,Intense
36,152,86,Female,Sedentary,Fat Loss,37.22,1262,Low Carb,Intense
34,157,46,Female,Active,Fat Loss,18.66,1609,Low Carb,Moderate
36,176,74,Male,Sedentary,Fat Loss,23.89,1498,Low Carb,Moderate
29,170,109,Female,Sedentary,Fat Loss,37.72,1715,Low Carb,Intense
48,173,98,Female,Sedentary,Muscle Gain,32.74,2292,High Protein,Moderate
48,171,48,Female,Active,Muscle Gain,16.42,2480,High Protein,Light
21,186,76,Male,Moderate,Muscle Gain,21.97,3124,High Protein,Moderate
47,183,88,Male,Moderate,Fat Loss,26.28,2280,Low Carb,Intense
27,186,56,Female,Moderate,Muscle Gain,16.19,2511,High Protein,Light
28,165,103,Male,Sedentary,Maintain,37.83,2311,Balanced,Moderate
42,185,102,Male,Moderate,Fat Loss,29.8,2555,Low Carb,Intense
37,160,96,Female,Active,Muscle Gain,37.5,3366,High Protein,Moderate
46,159,63,Female,Moderate,Maintain,24.92,1910,Balanced,Moderate
46,155,55,Female,Moderate,Fat Loss,22.89,1248,Low Carb,Moderate
24,189,63,Female,Moderate,Muscle Gain,17.64,2671,High Protein,Light
35,151,52,Male,Active,Muscle Gain,22.81,2758,High Protein,Moderate
25,164,66,Female,Sedentary,Maintain,24.54,1678,Balanced,Moderate
47,188,98,Male,Active,Fat Loss,27.73,3157,Low Carb,Intense
24,164,45,Male,Active,Fat Loss,16.73,2084,Low Carb,Light
47,180,102,Male,Active,Fat Loss,31.48,3138,Low Carb,Intense
37,177,97,Female,Sedentary,Fat Loss,30.96,1576,Low Carb,Intense
28,160,75,Female,Sedentary,Fat Loss,29.3,1238,Low Carb,Intense
41,181,72,Female,Active,Muscle Gain,21.98,3121,High Protein,Moderate
43,190,94,Female,Sedentary,Muscle Gain,26.04,2401,High Protein,Moderate
23,165,85,Male,Active,Muscle Gain,31.22,3665,High Protein,Moderate
19,160,70,Male,Active,Maintain,27.34,3059,Balanced,Moderate
34,154,100,Male,Sedentary,Fat Loss,42.17,1657,Low Carb,Intense
44,155,54,Male,Sedentary,Muscle Gain,22.48,1852,High Protein,Moderate
22,157,54,Male,Sedentary,Fat Loss,21.91,1199,Low Carb,Moderate
48,178,84,Female,Active,Muscle Gain,26.51,3247,High Protein,Moderate
47,165,58,Female,Moderate,Maintain,21.3,1883,Balanced,Moderate
29,171,88,Female,Moderate,Fat Loss,30.09,2046,Low Carb,Intense
47,169,98,Male,Active,Fat Loss,34.31,2931,Low Carb,Intense
42,174,110,Female,Active,Maintain,36.33,3451,Balanced,Moderate
20,162,75,Female,Moderate,Fat Loss,28.58,1827,Low Carb,Intense
34,175,77,Male,Moderate,Muscle Gain,25.14,2933,High Protein,Moderate
45,170,66,Female,Active,Maintain,22.84,2539,Balanced,Moderate
40,177,94,Male,Moderate,Fat Loss,30.0,2369,Low Carb,Intense
47,189,45,Female,Sedentary,Maintain,12.6,1482,Balanced,Light
19,178,86,Male,Active,Fat Loss,27.14,3076,Low Carb,Intense
24,169,62,Female,Sedentary,Maintain,21.71,1674,Balanced,Moderate
20,185,81,Male,Sedentary,Maintain,23.67,2245,Balanced,Moderate
38,180,77,Male,Sedentary,Muscle Gain,23.77,2352,High Protein,Moderate
32,153,89,Female,Active,Maintain,38.02,2897,Balanced,Moderate
37,150,94,Female,Sedentary,Fat Loss,41.78,1337,Low Carb,Intense
23,151,71,Male,Moderate,Fat Loss,31.14,1892,Low Carb,Intense
22,157,87,Female,Moderate,Muscle Gain,35.3,2749,High Protein,Moderate
50,176,77,Female,Active,Maintain,24.86,2772,Balanced,Moderate
35,158,78,Male,Sedentary,Fat Loss,31.24,1417,Low Carb,Intense
31,185,46,Male,Moderate,Muscle Gain,13.44,2572,High Protein,Light
46,188,71,Male,Moderate,Fat Loss,20.09,2073,Low Carb,Moderate
25,170,56,Male,Moderate,Muscle Gain,19.38,2628,High Protein,Moderate
44,175,66,Female,Sedentary,Fat Loss,21.55,1147,Low Carb,Moderate
39,174,63,Male,Moderate,Maintain,20.81,2367,Balanced,Moderate
32,153,101,Female,Active,Maintain,43.15,3125,Balanced,Moderate
29,156,66,Male,Active,Maintain,27.12,2840,Balanced,Moderate
37,155,60,Female,Active,Fat Loss,24.97,1823,Low Carb,Moderate
21,174,101,Female,Sedentary,Fat Loss,33.36,1697,Low Carb,Intense
20,154,83,Male,Moderate,Fat Loss,35.0,2131,Low Carb,Intense
22,154,89,Female,Sedentary,Fat Loss,37.53,1397,Low Carb,Intense
49,160,60,Male,Moderate,Muscle Gain,23.44,2408,High Protein,Moderate
27,171,83,Male,Sedentary,Fat Loss,28.38,1622,Low Carb,Intense
30,166,95,Male,Moderate,Maintain,34.48,2855,Balanced,Moderate
38,157,64,Male,Sedentary,Fat Loss,25.96,1223,Low Carb,Intense
30,155,76,Male,Sedentary,Muscle Gain,31.63,2200,High Protein,Moderate
41,181,85,Female,Moderate,Muscle Gain,25.95,2803,High Protein,Moderate
44,175,88,Female,Sedentary,Fat Loss,28.73,1411,Low Carb,Intense
37,150,101,Female,Sedentary,Fat Loss,44.89,1421,Low Carb,Intense
29,153,52,Female,Moderate,Muscle Gain,22.21,2113,High Protein,Moderate
26,156,110,Male,Sedentary,Maintain,45.2,2340,Balanced,Moderate
25,190,93,Male,Active,Muscle Gain,25.76,4095,High Protein,Moderate
27,156,109,Male,Moderate,Muscle Gain,44.79,3299,High Protein,Moderate
29,162,97,Male,Active,Fat Loss,36.96,3000,Low Carb,Intense
33,188,102,Male,Moderate,Fat Loss,28.86,2654,Low Carb,Intense
32,156,61,Male,Active,Fat Loss,25.07,2217,Low Carb,Intense
27,166,67,Female,Moderate,Maintain,24.31,2187,Balanced,Moderate
27,175,72,Female,Sedentary,Maintain,23.51,1821,Balanced,Moderate
50,170,46,Female,Active,Maintain,15.92,2111,Balanced,Light
27,162,53,Female,Active,Fat Loss,20.2,1868,Low Carb,Moderate
29,162,56,Male,Sedentary,Muscle Gain,21.34,2019,High Protein,Moderate
36,188,76,Male,Active,Maintain,21.5,3344,Balanced,Moderate
45,175,105,Male,Active,Maintain,34.29,3655,Balanced,Moderate
37,163,73,Female,Sedentary,Fat Loss,27.48,1183,Low Carb,Intense
47,182,87,Male,Active,Muscle Gain,26.26,3677,High Protein,Moderate
25,155,58,Male,Active,Fat Loss,24.14,2214,Low Carb,Moderate
27,153,57,Male,Sedentary,Maintain,24.35,1675,Balanced,Moderate
27,164,76,Female,Moderate,Maintain,28.26,2307,Balanced,Moderate
38,184,100,Male,Sedentary,Fat Loss,29.54,1858,Low Carb,Intense
19,182,85,Male,Sedentary,Muscle Gain,25.66,2577,High Protein,Moderate
25,168,94,Male,Sedentary,Maintain,33.3,2244,Balanced,Moderate
31,173,74,Female,Sedentary,Maintain,24.73,1806,Balanced,Moderate
39,158,91,Female,Moderate,Muscle Gain,36.45,2689,High Protein,Moderate
24,165,60,Male,Sedentary,Fat Loss,22.04,1319,Low Carb,Moderate
39,159,55,Male,Moderate,Maintain,21.76,2098,Balanced,Moderate
22,170,64,Female,Active,Maintain,22.15,2719,Balanced,Moderate
24,176,59,Male,Moderate,Fat Loss,19.05,1941,Low Carb,Moderate
35,170,97,Male,Active,Maintain,33.56,3538,Balanced,Moderate
36,153,66,Male,Moderate,Muscle Gain,28.19,2533,High Protein,Moderate
47,180,75,Female,Sedentary,Maintain,23.15,1774,Balanced,Moderate
30,162,68,Male,Moderate,Muscle Gain,25.91,2698,High Protein,Moderate
22,156,55,Male,Moderate,Maintain,22.6,2201,Balanced,Moderate
30,181,73,Male,Moderate,Maintain,22.28,2660,Balanced,Moderate
48,187,101,Male,Sedentary,Fat Loss,28.88,1832,Low Carb,Intense
44,160,47,Male,Moderate,Maintain,18.36,1945,Balanced,Moderate
39,167,82,Female,Active,Muscle Gain,29.4,3164,High Protein,Moderate
20,158,108,Female,Active,Muscle Gain,43.26,3732,High Protein,Moderate
31,164,62,Female,Active,Muscle Gain,23.05,2825,High Protein,Moderate
26,152,78,Male,Moderate,Fat Loss,33.76,1987,Low Carb,Intense
35,162,67,Male,Moderate,Muscle Gain,25.53,2644,High Protein,Moderate
24,177,102,Male,Moderate,Muscle Gain,32.56,3417,High Protein,Moderate
49,183,85,Female,Moderate,Maintain,25.38,2461,Balanced,Moderate
20,159,51,Male,Active,Maintain,20.17,2676,Balanced,Moderate
43,164,89,Female,Active,Muscle Gain,33.09,3224,High Protein,Moderate
41,171,77,Female,Moderate,Muscle Gain,26.33,2582,High Protein,Moderate
30,150,76,Female,Sedentary,Fat Loss,33.78,1163,Low Carb,Intense
30,177,55,Male,Moderate,Fat Loss,17.56,1842,Low Carb,Light
25,186,85,Male,Active,Muscle Gain,24.57,3895,High Protein,Moderate
48,187,55,Male,Sedentary,Maintain,15.73,1780,Balanced,Light
27,160,102,Female,Moderate,Muscle Gain,39.84,2972,High Protein,Moderate
46,187,68,Female,Sedentary,Muscle Gain,19.45,2049,High Protein,Moderate
32,188,81,Male,Sedentary,Fat Loss,22.92,1696,Low Carb,Moderate
19,180,87,Male,Sedentary,Muscle Gain,26.85,2586,High Protein,Moderate
26,175,103,Female,Active,Maintain,33.63,3482,Balanced,Moderate
27,179,92,Male,Moderate,Fat Loss,28.71,2458,Low Carb,Intense
42,176,91,Male,Active,Fat Loss,29.38,2929,Low Carb,Intense
21,179,75,Male,Sedentary,Maintain,23.41,2122,Balanced,Moderate
34,179,63,Female,Moderate,Muscle Gain,19.66,2497,High Protein,Moderate
49,165,97,Male,Sedentary,Fat Loss,35.63,1613,Low Carb,Intense
36,162,83,Male,Active,Muscle Gain,31.63,3468,High Protein,Moderate
34,179,88,Male,Moderate,Fat Loss,27.46,2342,Low Carb,Intense
33,157,47,Male,Active,Muscle Gain,19.07,2753,High Protein,Moderate
36,165,45,Female,Active,Fat Loss,16.53,1666,Low Carb,Light
47,151,96,Male,Moderate,Fat Loss,42.1,2094,Low Carb,Intense
20,164,102,Female,Sedentary,Fat Loss,37.92,1640,Low Carb,Intense
38,173,67,Female,Active,Fat Loss,22.39,2160,Low Carb,Moderate
37,185,85,Female,Moderate,Muscle Gain,24.84,2873,High Protein,Moderate
26,158,74,Female,Moderate,Fat Loss,29.64,1726,Low Carb,Intense
45,189,79,Male,Sedentary,Maintain,22.12,2101,Balanced,Moderate
30,185,49,Female,Active,Maintain,14.32,2536,Balanced,Light
36,155,86,Male,Sedentary,Fat Loss,35.8,1484,Low Carb,Intense
40,156,76,Female,Moderate,Muscle Gain,31.23,2429,High Protein,Moderate
32,187,76,Female,Active,Fat Loss,21.73,2554,Low Carb,Moderate
50,169,97,Female,Active,Maintain,33.96,3068,Balanced,Moderate
26,167,100,Female,Active,Muscle Gain,35.86,3630,High Protein,Moderate
30,157,64,Male,Active,Maintain,25.96,2804,Balanced,Moderate
39,181,88,Female,Moderate,Fat Loss,26.86,2065,Low Carb,Intense
46,151,62,Male,Moderate,Maintain,27.19,2075,Balanced,Moderate
31,165,49,Female,Moderate,Maintain,18.0,1868,Balanced,Moderate
42,187,64,Male,Moderate,Muscle Gain,18.3,2785,High Protein,Moderate
39,176,53,Female,Active,Fat Loss,17.11,1920,Low Carb,Light
43,172,104,Male,Sedentary,Maintain,35.15,2286,Balanced,Moderate
29,179,83,Male,Sedentary,Muscle Gain,25.9,2470,High Protein,Moderate
31,180,59,Male,Sedentary,Maintain,18.21,1878,Balanced,Moderate
24,185,108,Female,Sedentary,Fat Loss,31.56,1846,Low Carb,Intense
27,178,103,Male,Sedentary,Fat Loss,32.51,1915,Low Carb,Intense
38,189,66,Male,Sedentary,Fat Loss,18.48,1487,Low Carb,Moderate
47,162,88,Female,Moderate,Maintain,33.53,2319,Balanced,Moderate
43,166,77,Male,Sedentary,Fat Loss,27.94,1417,Low Carb,Intense
45,179,48,Male,Sedentary,Maintain,14.98,1654,Balanced,Light
34,172,91,Male,Moderate,Maintain,30.76,2821,Balanced,Moderate
44,175,61,Male,Active,Muscle Gain,19.92,3128,High Protein,Moderate
32,190,70,Male,Active,Fat Loss,19.39,2791,Low Carb,Moderate
49,182,110,Female,Moderate,Maintain,33.21,2838,Balanced,Moderate
39,170,110,Female,Active,Fat Loss,38.06,2932,Low Carb,Intense
27,171,61,Male,Moderate,Fat Loss,20.86,1900,Low Carb,Moderate
27,157,92,Male,Active,Fat Loss,37.32,2865,Low Carb,Intense
47,171,77,Female,Moderate,Muscle Gain,26.33,2536,High Protein,Moderate
31,156,109,Female,Moderate,Muscle Gain,44.79,3010,High Protein,Moderate
23,188,101,Male,Moderate,Maintain,28.58,3216,Balanced,Moderate
23,152,73,Male,Active,Fat Loss,31.6,2483,Low Carb,Intense
42,150,91,Female,Sedentary,Maintain,40.44,1771,Balanced,Moderate
25,179,90,Female,Moderate,Maintain,28.09,2685,Balanced,Moderate
22,151,75,Male,Sedentary,Maintain,32.89,1906,Balanced,Moderate
45,164,84,Male,Sedentary,Fat Loss,31.23,1474,Low Carb,Intense
34,173,63,Female,Active,Fat Loss,21.05,2122,Low Carb,Moderate
35,181,98,Female,Moderate,Maintain,29.91,2751,Balanced,Moderate
27,174,86,Female,Moderate,Fat Loss,28.41,2059,Low Carb,Intense
49,166,67,Male,Sedentary,Fat Loss,24.31,1261,Low Carb,Moderate
25,182,68,Male,Sedentary,Fat Loss,20.53,1537,Low Carb,Moderate
22,170,67,Male,Moderate,Fat Loss,23.18,2022,Low Carb,Moderate
26,159,106,Male,Active,Muscle Gain,41.93,3964,High Protein,Moderate
36,164,85,Female,Active,Maintain,31.6,2914,Balanced,Moderate
47,169,75,Male,Moderate,Maintain,26.26,2443,Balanced,Moderate
34,152,73,Male,Moderate,Maintain,31.6,2348,Balanced,Moderate
36,152,107,Male,Sedentary,Maintain,46.31,2214,Balanced,Moderate
19,173,110,Female,Active,Fat Loss,36.75,3157,Low Carb,Intense
45,169,77,Male,Sedentary,Maintain,26.96,1927,Balanced,Moderate
38,165,79,Female,Active,Muscle Gain,29.02,3093,High Protein,Moderate
35,176,55,Male,Sedentary,Fat Loss,17.76,1276,Low Carb,Light
23,174,48,Male,Active,Maintain,15.85,2769,Balanced,Light
34,152,72,Female,Moderate,Fat Loss,31.16,1575,Low Carb,Intense
34,172,59,Female,Moderate,Fat Loss,19.94,1567,Low Carb,Moderate
43,176,49,Male,Active,Muscle Gain,15.82,2922,High Protein,Light
26,174,91,Male,Sedentary,Muscle Gain,30.06,2547,High Protein,Moderate
48,162,61,Female,Moderate,Fat Loss,23.24,1393,Low Carb,Moderate
25,155,82,Male,Sedentary,Fat Loss,34.13,1502,Low Carb,Intense
46,165,58,Male,Moderate,Muscle Gain,21.3,2448,High Protein,Moderate
36,177,79,Male,Moderate,Maintain,25.22,2667,Balanced,Moderate
44,166,109,Female,Moderate,Maintain,39.56,2707,Balanced,Moderate
37,150,91,Male,Moderate,Fat Loss,40.44,2084,Low Carb,Intense
40,162,59,Female,Sedentary,Muscle Gain,22.48,1789,High Protein,Moderate
31,188,51,Male,Sedentary,Fat Loss,14.43,1342,Low Carb,Light
34,162,71,Female,Moderate,Fat Loss,27.05,1656,Low Carb,Intense
39,159,103,Female,Active,Maintain,40.74,3168,Balanced,Moderate
36,173,90,Female,Moderate,Fat Loss,30.07,2042,Low Carb,Intense
37,175,104,Female,Sedentary,Fat Loss,33.96,1645,Low Carb,Intense
45,164,93,Male,Moderate,Maintain,34.58,2689,Balanced,Moderate
31,159,89,Female,Moderate,Muscle Gain,35.2,2730,High Protein,Moderate
20,153,65,Female,Moderate,Fat Loss,27.77,1585,Low Carb,Intense
43,173,65,Male,Sedentary,Fat Loss,21.72,1325,Low Carb,Moderate
36,151,95,Male,Active,Maintain,41.66,3265,Balanced,Moderate
46,163,45,Male,Sedentary,Maintain,16.94,1492,Balanced,Light
42,177,45,Male,Moderate,Muscle Gain,14.36,2394,High Protein,Light
31,158,90,Female,Active,Fat Loss,36.05,2485,Low Carb,Intense
26,189,85,Female,Active,Maintain,23.8,3306,Balanced,Moderate
26,189,96,Male,Sedentary,Muscle Gain,26.87,2719,High Protein,Moderate
44,163,53,Female,Active,Muscle Gain,19.95,2518,High Protein,Moderate
38,151,68,Female,Active,Maintain,29.82,2418,Balanced,Moderate
35,173,50,Male,Moderate,Muscle Gain,16.71,2487,High Protein,Light
33,160,100,Female,Sedentary,Fat Loss,39.06,1508,Low Carb,Intense
21,156,47,Male,Moderate,Fat Loss,19.31,1584,Low Carb,Moderate
36,160,83,Female,Moderate,Fat Loss,32.42,1807,Low Carb,Intense
27,184,68,Male,Active,Muscle Gain,20.09,3530,High Protein,Moderate
41,169,49,Female,Active,Muscle Gain,17.16,2542,High Protein,Light
41,177,91,Male,Moderate,Fat Loss,29.05,2315,Low Carb,Intense
19,156,105,Female,Sedentary,Maintain,43.15,2122,Balanced,Moderate
49,182,62,Male,Active,Muscle Gain,18.72,3183,High Protein,Moderate
35,158,59,Female,Moderate,Fat Loss,23.63,1424,Low Carb,Moderate
28,162,100,Female,Sedentary,Maintain,38.1,2053,Balanced,Moderate
25,164,51,Female,Active,Maintain,18.96,2373,Balanced,Moderate
25,188,90,Female,Moderate,Muscle Gain,25.46,3072,High Protein,Moderate
27,173,71,Female,Moderate,Muscle Gain,23.72,2617,High Protein,Moderate
43,161,72,Female,Sedentary,Maintain,27.78,1620,Balanced,Moderate
37,172,87,Female,Sedentary,Maintain,29.41,1918,Balanced,Moderate
29,163,70,Female,Moderate,Muscle Gain,26.35,2489,High Protein,Moderate
47,170,50,Male,Active,Maintain,17.3,2531,Balanced,Light
34,174,90,Female,Active,Maintain,29.73,3147,Balanced,Moderate
22,151,101,Male,Sedentary,Maintain,44.3,2218,Balanced,Moderate
31,170,106,Male,Moderate,Maintain,36.68,3057,Balanced,Moderate
47,163,110,Male,Active,Muscle Gain,41.4,3888,High Protein,Moderate
32,178,61,Female,Moderate,Maintain,19.25,2172,Balanced,Moderate
37,174,79,Male,Active,Maintain,26.09,3225,Balanced,Moderate
44,167,56,Female,Sedentary,Muscle Gain,20.08,1767,High Protein,Moderate
28,188,68,Male,Sedentary,Maintain,19.24,2064,Balanced,Moderate
43,170,49,Female,Moderate,Maintain,16.96,1823,Balanced,Light
43,190,87,Female,Sedentary,Muscle Gain,24.1,2317,High Protein,Moderate
25,188,90,Female,Active,Fat Loss,25.46,2899,Low Carb,Intense
42,169,102,Female,Active,Fat Loss,35.71,2739,Low Carb,Intense
24,172,51,Male,Active,Fat Loss,17.24,2293,Low Carb,Light
25,184,92,Female,Active,Maintain,27.17,3389,Balanced,Moderate
29,190,68,Male,Active,Fat Loss,18.84,2782,Low Carb,Moderate
38,160,95,Male,Moderate,Muscle Gain,37.11,3035,High Protein,Moderate
41,151,77,Female,Sedentary,Muscle Gain,33.77,1917,High Protein,Moderate
37,186,109,Female,Sedentary,Muscle Gain,31.51,2587,High Protein,Moderate
20,183,57,Female,Sedentary,Fat Loss,17.02,1243,Low Carb,Light
29,178,84,Male,Moderate,Muscle Gain,26.51,3109,High Protein,Moderate
39,182,50,Female,Active,Muscle Gain,15.09,2734,High Protein,Light
23,165,73,Male,Active,Muscle Gain,26.81,3437,High Protein,Moderate
27,155,77,Male,Moderate,Muscle Gain,32.05,2793,High Protein,Moderate
49,165,57,Male,Moderate,Maintain,20.94,2109,Balanced,Moderate
49,170,89,Female,Active,Fat Loss,30.8,2438,Low Carb,Intense
23,172,87,Female,Active,Muscle Gain,29.41,3471,High Protein,Moderate
49,172,78,Female,Sedentary,Maintain,26.37,1738,Balanced,Moderate
28,170,71,Female,Moderate,Maintain,24.57,2280,Balanced,Moderate
49,150,70,Female,Sedentary,Maintain,31.11,1477,Balanced,Moderate
27,161,75,Female,Moderate,Maintain,28.93,2263,Balanced,Moderate
50,187,82,Male,Active,Muscle Gain,23.45,3613,High Protein,Moderate
40,163,53,Male,Active,Maintain,19.95,2572,Balanced,Moderate
24,171,51,Female,Sedentary,Muscle Gain,17.44,1857,High Protein,Light
32,181,65,Female,Sedentary,Fat Loss,19.84,1252,Low Carb,Moderate
24,182,108,Female,Sedentary,Fat Loss,32.6,1823,Low Carb,Intense
41,164,70,Female,Active,Fat Loss,26.03,2082,Low Carb,Intense
50,181,57,Male,Active,Maintain,17.4,2766,Balanced,Light
43,178,94,Male,Active,Maintain,29.67,3500,Balanced,Moderate
46,185,74,Female,Moderate,Maintain,21.62,2333,Balanced,Moderate
46,157,68,Male,Moderate,Maintain,27.59,2226,Balanced,Moderate
22,160,97,Female,Active,Muscle Gain,37.89,3528,High Protein,Moderate
19,153,75,Female,Active,Muscle Gain,32.04,3055,High Protein,Moderate
29,190,67,Female,Sedentary,Fat Loss,18.56,1361,Low Carb,Moderate
44,189,78,Female,Sedentary,Maintain,21.84,1896,Balanced,Moderate
25,161,108,Female,Moderate,Fat Loss,41.67,2290,Low Carb,Intense
39,163,83,Male,Active,Fat Loss,31.24,2651,Low Carb,Intense
48,188,99,Male,Moderate,Fat Loss,28.01,2491,Low Carb,Intense
42,173,101,Female,Moderate,Fat Loss,33.75,2166,Low Carb,Intense
32,180,70,Female,Sedentary,Muscle Gain,21.6,2104,High Protein,Moderate
37,175,100,Female,Sedentary,Fat Loss,32.65,1597,Low Carb,Intense
20,162,47,Female,Sedentary,Muscle Gain,17.91,1765,High Protein,Light
25,161,86,Male,Moderate,Maintain,33.18,2706,Balanced,Moderate
45,190,95,Male,Active,Fat Loss,26.32,3143,Low Carb,Intense
36,189,103,Female,Active,Maintain,28.83,3553,Balanced,Moderate
32,153,110,Male,Moderate,Muscle Gain,46.99,3246,High Protein,Moderate
50,187,65,Female,Sedentary,Maintain,18.59,1689,Balanced,Moderate
38,169,95,Male,Sedentary,Muscle Gain,33.26,2485,High Protein,Moderate
29,166,77,Female,Sedentary,Muscle Gain,27.94,2101,High Protein,Moderate
43,176,48,Female,Moderate,Maintain,15.5,1866,Balanced,Light
28,189,73,Female,Moderate,Maintain,20.44,2495,Balanced,Moderate
26,158,47,Female,Moderate,Maintain,18.83,1808,Balanced,Moderate
30,181,55,Male,Active,Muscle Gain,16.79,3218,High Protein,Light
23,182,65,Female,Sedentary,Fat Loss,19.62,1313,Low Carb,Moderate
32,161,89,Male,Moderate,Muscle Gain,34.34,2998,High Protein,Moderate
32,155,58,Female,Sedentary,Fat Loss,24.14,973,Low Carb,Moderate
45,188,101,Female,Moderate,Muscle Gain,28.58,3088,High Protein,Moderate
40,185,89,Female,Sedentary,Muscle Gain,26.0,2322,High Protein,Moderate
43,160,57,Male,Active,Fat Loss,22.27,2084,Low Carb,Moderate
22,170,89,Female,Sedentary,Fat Loss,30.8,1517,Low Carb,Intense
34,175,89,Male,Active,Maintain,29.06,3455,Balanced,Moderate
42,182,109,Male,Moderate,Fat Loss,32.91,2634,Low Carb,Intense
24,166,98,Female,Moderate,Muscle Gain,35.56,2991,High Protein,Moderate
31,181,100,Female,Sedentary,Fat Loss,30.52,1678,Low Carb,Intense
21,185,75,Female,Active,Maintain,21.91,3116,Balanced,Moderate
48,160,81,Male,Active,Maintain,31.64,2992,Balanced,Moderate
31,165,97,Female,Sedentary,Muscle Gain,35.63,2322,High Protein,Moderate
25,168,107,Male,Moderate,Muscle Gain,37.91,3400,High Protein,Moderate
31,185,93,Female,Active,Muscle Gain,27.17,3663,High Protein,Moderate
27,150,53,Male,Sedentary,Muscle Gain,23.56,1905,High Protein,Moderate
18,186,50,Male,Sedentary,Muscle Gain,14.45,2193,High Protein,Light
38,171,84,Male,Sedentary,Maintain,28.73,2068,Balanced,Moderate
46,163,69,Male,Sedentary,Maintain,25.97,1780,Balanced,Moderate
24,186,101,Female,Active,Fat Loss,29.19,3093,Low Carb,Intense
31,172,78,Female,Moderate,Muscle Gain,26.37,2685,High Protein,Moderate
31,150,74,Male,Moderate,Muscle Gain,32.89,2667,High Protein,Moderate
32,188,106,Female,Moderate,Fat Loss,29.99,2466,Low Carb,Intense
35,188,89,Female,Active,Muscle Gain,25.18,3585,High Protein,Moderate
50,163,104,Female,Sedentary,Fat Loss,39.14,1477,Low Carb,Intense
22,188,109,Female,Active,Maintain,30.84,3788,Balanced,Moderate
19,171,78,Male,Sedentary,Maintain,26.67,2110,Balanced,Moderate
21,154,92,Male,Moderate,Fat Loss,38.79,2262,Low Carb,Intense
30,160,99,Female,Moderate,Maintain,38.67,2602,Balanced,Moderate
34,169,89,Female,Moderate,Fat Loss,31.16,2003,Low Carb,Intense
20,187,75,Female,Active,Maintain,21.45,3149,Balanced,Moderate
18,156,102,Female,Moderate,Muscle Gain,41.91,3003,High Protein,Moderate
32,150,76,Male,Active,Maintain,33.78,2930,Balanced,Moderate
49,167,65,Male,Active,Fat Loss,23.31,2262,Low Carb,Moderate
39,177,95,Female,Active,Maintain,30.32,3230,Balanced,Moderate
18,188,103,Male,Moderate,Maintain,29.14,3286,Balanced,Moderate
33,165,94,Female,Active,Muscle Gain,34.53,3425,High Protein,Moderate
27,184,60,Male,Sedentary,Maintain,17.72,1944,Balanced,Light
42,158,80,Female,Sedentary,Fat Loss,32.05,1199,Low Carb,Intense
36,186,72,Female,Moderate,Maintain,20.81,2389,Balanced,Moderate
43,189,58,Female,Sedentary,Muscle Gain,16.24,1962,High Protein,Light
33,163,58,Male,Sedentary,Fat Loss,21.83,1226,Low Carb,Moderate
46,178,67,Female,Moderate,Muscle Gain,21.15,2456,High Protein,Moderate
29,184,110,Male,Sedentary,Maintain,32.49,2532,Balanced,Moderate
19,173,82,Male,Active,Muscle Gain,27.4,3741,High Protein,Moderate
43,167,74,Female,Sedentary,Fat Loss,26.53,1189,Low Carb,Intense
18,172,65,Male,Moderate,Muscle Gain,21.97,2842,High Protein,Moderate
42,172,68,Male,Moderate,Muscle Gain,22.99,2702,High Protein,Moderate
34,184,96,Female,Active,Maintain,28.36,3380,Balanced,Moderate
36,154,109,Female,Active,Maintain,45.96,3251,Balanced,Moderate
